time,flux
3690.1581176094337,1.011062
3690.160432442886,1.0079294
3690.162747276338,1.0110558
3690.165062109791,1.0018502
3690.167376943244,1.008315
3690.169691776697,1.0032293
3690.1720066101184,1.0096756
3690.1743214435273,0.9984247
3690.176636276936,1.0021404
3690.1789511103448,1.0106993
3690.1812659437537,0.9954831
3690.183580777162,1.0122998
3690.18589561057,1.0048736
3690.1882104439787,1.013342
3690.1905252773877,0.9928549
3690.192840110796,1.0088509
3690.195154944205,0.99875104
3690.197469777613,1.0133818
3690.199784611022,1.0025654
3690.2020994444306,1.0074681
3690.2044142778404,1.0097113
3690.206729111247,1.0155749
3690.209043944657,1.0005828
3690.2113587780646,1.0041507
3690.2136736114494,1.0069735
3690.2159884448224,0.99346775
3690.2183032781963,0.9929407
3690.22061811157,1.0021017
3690.2229329449447,1.003671
3690.22524777832,1.008184
3690.2275626116907,0.99494827
3690.2298774450655,0.9966826
3690.232192278438,1.0097071
3690.2345071118134,0.9884742
3690.236821945186,1.007768
3690.239136778561,1.001412
3690.2414516119334,1.0176235
3690.2437664453087,1.0071129
3690.2460812786812,1.0111108
3690.248396112056,1.0054312
3690.250710945429,1.0073634
3690.253025778803,1.0026501
3690.2553406121588,0.99905384
3690.2576554455054,0.99261075
3690.259970278855,1.0048414
3690.262285112202,1.0224808
3690.264599945551,1.0178139
3690.266914778898,1.0143605
3690.269229612247,1.0071679
3690.271544445594,1.013036
3690.2738592789424,1.0092746
3690.27617411229,1.0054597
3690.2784889456384,1.0114113
3690.2808037789864,1.0140127
3690.2831186123344,1.0177038
3690.285433445683,1.0136465
3690.287748279031,0.9988809
3690.29006311238,1.0147616
3690.292377945727,1.0193337
3690.2946927790745,1.0172797
3690.2970076124107,1.0061709
3690.299322445741,1.0040534
3690.301637279073,0.98006886
3690.3039521124033,1.0055704
3690.306266945735,1.001589
3690.308581779065,0.9947644
3690.3108966123973,1.0072501
3690.313211445727,1.0061033
3690.315526279057,0.9886599
3690.317841112389,1.0121785
3690.320155945719,1.0038977
3690.3224707790514,0.99945074
3690.324785612381,0.9965994
3690.3271004457133,0.9975164
3690.3294152790436,1.0101236
3690.331730112375,1.0063899
3690.3340449457055,1.0070955
3690.3363597790353,0.992531
3690.338674612361,1.0091472
3690.340989445682,1.0107458
3690.3433042790057,1.0166595
3690.3456191123264,1.0155039
3690.34793394565,1.0033405
3690.3502487789706,0.99679947
3690.352563612294,0.9944033
3690.354878445615,1.0062621
3690.357193278938,1.0029022
3690.3595081122608,0.99938124
3690.361822945582,1.0137974
3690.364137778905,0.9945163
3690.366452612226,1.0082407
3690.368767445549,1.0150812
3690.3710822788703,1.0015422
3690.3733971121937,0.9957064
3690.3757119455145,1.011345
3690.378026778837,0.98235595
3690.3803416121564,0.99928
3690.3826564454785,1.0079726
3690.3849712788005,1.0106276
3690.3872861121204,1.0015944
3690.3896009454425,1.0025909
3690.3919157787623,1.0029867
3690.3942306120844,1.0135771
3690.396545445404,0.9920124
3690.3988602787263,1.0007972
3690.401175112046,0.99295473
3690.4034899453663,1.0007213
3690.405804778688,1.0097744
3690.4081196120082,1.0111716
3690.41043444533,1.013042
3690.41274927865,1.0045023
3690.4150641119722,1.0147326
3690.417378945292,1.0013417
3690.419693778614,1.0132045
3690.4220086119385,1.007609
3690.4243234452642,1.0086726
3690.4266382785922,0.9959651
3690.4289531119193,0.9990307
3690.431267945246,1.0158035
3690.4335827785735,1.0101944
3690.4358976119,1.008883
3690.4382124452272,1.0074861
3690.440527278554,1.0157746
3690.442842111881,1.0068103
3690.445156945208,1.0226281
3690.4474717785333,1.0141218
3690.449786611861,1.0187058
3690.452101445188,1.0117716
3690.454416278515,1.003369
3690.4567311118417,1.0080855
3690.459045945169,1.0143849
3690.461360778496,1.0130894
3690.463675611832,1.004693
3690.465990445171,1.005135
3690.4683052785085,1.0076406
3690.4706201118493,1.0189822
3690.4729349451895,0.9984595
3690.475249778528,1.0054504
3690.4775646118687,0.99718726
3690.479879445207,0.9873697
3690.4821942785466,1.0030888
3690.484509111886,0.9931617
3690.4868239452258,1.0300117
3690.4891387785633,0.9960273
3690.4914536119036,0.9944109
3690.493768445243,1.0047624
3690.496083278583,0.99354637
3690.4983981119235,1.0026646
3690.5007129452615,0.98914915
3690.5030277786022,1.0104347
3690.505342611954,0.99877435
3690.507657445313,0.9971555
3690.50997227867,1.0106246
3690.512287112028,1.0099754
3690.514601945385,1.0070362
3690.516916778744,1.0074586
3690.5192316121024,0.99803257
3690.521546445459,1.0041022
3690.5238612788185,1.0151284
3690.526176112175,1.0046685
3690.5284909455345,1.0047916
3690.530805778891,1.0125946
3690.5331206122496,1.0046957
3690.5354354456063,1.0072014
3690.5377502789656,1.0015697
3690.540065112323,1.0097854
3690.5423799456817,0.99910897
3690.544694779039,1.0045385
3690.5470096124145,1.005011
3690.5493244457966,1.0096283
3690.5516392791783,0.9959593
3690.5539541125604,1.0067122
3690.5562689459402,1.0090169
3690.5585837793233,0.98772067
3690.560898612705,1.003197
3690.563213446087,1.0228349
3690.5655282794696,1.0115883
3690.567843112851,0.9966206
3690.570157946234,1.0033518
3690.572472779615,0.99076235
3690.574787612998,1.0061578
3690.577102446378,0.99805546
3690.5794172797596,1.0163996
3690.5817321131417,0.9969009
3690.5840469465234,1.0020919
3690.5863617799064,1.009092
3690.5886766133076,1.0032966
3690.5909914467193,1.0115044
3690.593306280129,1.0171195
3690.5956211135403,1.0237415
3690.5979359469507,1.0099077
3690.60025078036,1.0148076
3690.602565613771,0.9953779
3690.604880447181,1.0051165
3690.607195280592,1.0117569
3690.609510114002,1.0133914
3690.6118249474143,1.0037646
3690.6141397808237,1.013912
3690.6164546142354,1.0178354
3690.618769447645,1.0143749
3690.6210842810556,1.0064863
3690.623399114465,1.0070983
3690.625713947876,1.0083108
3690.6280287812865,1.0134939
3690.630343614722,1.0027221
3690.6326584481662,1.0187383
3690.634973281609,0.9999623
3690.6372881150533,1.0196766
3690.639602948496,1.0208431
3690.6419177819384,1.0227401
3690.644232615381,1.0183557
3690.6465474488255,1.0045415
3690.648862282268,1.0136095
3690.6511771157125,1.0261025
3690.6534919491573,0.9955695
3690.6558067825995,0.9927046
3690.6581216160444,1.010807
3690.6604364494865,0.99524605
3690.6627512829314,1.0170534
3690.6650661163726,1.0064894
3690.6673809498166,1.002956
3690.6696957832587,1.0050246
3690.6720106167295,1.0075605
3690.6743254502085,1.0077404
3690.6766402836897,1.0033644
3690.678955117171,1.0455906
3690.6812699506495,0.9989969
3690.6835847841307,1.0159756
3690.685899617609,1.00449
3690.6882144510887,1.0115788
3690.690529284569,1.0003586
3690.692844118049,1.0195954
3690.695158951529,1.0325344
3690.69747378501,1.019507
3690.69978861849,1.0039
3690.7021034519703,0.9883817
3690.70441828545,1.0182377
3690.7067331189305,1.0089537
3690.709047952409,1.0204735
3690.7113627858885,1.0150803
3690.7136776193975,1.0007328
3690.7159924529165,1.0166214
3690.7183072864373,1.0206645
3690.720622119956,1.0216435
3690.7229369534766,1.0112509
3690.7252517869956,1.0281934
3690.7275666205155,1.010846
3690.729881454034,1.0095419
3690.7321962875526,1.01144
3690.7345111210734,1.008513
3690.7368259545924,0.99459743
3690.7391407881128,1.0095965
3690.7414556216313,1.0086293
3690.7437704551517,1.0027419
3690.7460852886716,1.012855
3690.748400122191,1.0113837
3690.750714955711,1.0163255
3690.7530297892285,1.0049556
3690.7553446227794,1.015883
3690.7576594563398,1.0100914
3690.7599742899024,1.0125571
3690.7622891234646,1.0172322
3690.764603957026,1.0164652
3690.766918790589,1.0135942
3690.7692336241494,1.0149854
3690.7715484577125,1.0145509
3690.773863291272,1.0103682
3690.7761781248346,1.0005128
3690.7784929583954,1.0067271
3690.780807791958,1.0053706
3690.783122625519,1.016837
3690.7854374590806,1.0014191
3690.787752292642,1.0093
3690.790067126204,1.0011593
3690.7923819597668,1.0133021
3690.7946967933276,1.0261661
3690.7970116269207,1.0070068
3690.7993264605257,1.0085276
3690.8016412941324,1.0074307
3690.803956127737,1.0056522
3690.806270961344,1.0193803
3690.8085857949486,0.99727464
3690.8109006285554,1.0168717
3690.8132154621617,1.0183156
3690.815530295767,1.037996
3690.8178451293716,1.0068833
3690.820159962977,1.0253835
3690.8224747965837,1.0147207
3690.824789630188,1.0001007
3690.8271044637954,1.0101799
3690.8294192974,1.0189675
3690.831734131007,1.0193974
3690.8340489646116,1.0029018
3690.8363637982184,1.011941
3690.8386786318556,1.008186
3690.8409934655074,1.0244548
3690.8433082991583,1.0127504
3690.84562313281,1.0188218
3690.8479379664614,1.0082366
3690.8502528001127,1.0269136
3690.852567633764,1.0193571
3690.8548824674153,1.0081519
3690.857197301067,1.0229586
3690.859512134719,1.0132504
3690.8618269683684,1.0138183
3690.86414180202,1.0082726
3690.8664566356715,1.0155064
3690.868771469323,1.0147494
3690.871086302974,1.0037456
3690.8734011366255,1.0156462
3690.8757159702773,1.0175673
3690.878030803928,1.0304428
3690.880345637613,1.0113131
3690.88266047131,1.0159329
3690.884975305009,1.030971
3690.887290138706,1.023342
3690.889604972404,1.0067923
3690.891919806102,1.0085051
3690.8942346398003,1.0053818
3690.8965494734985,1.0045571
3690.898864307197,1.0123256
3690.9011791408943,1.0134321
3690.903493974593,1.0159471
3690.90580880829,1.0042641
3690.908123641987,1.0234121
3690.910438475686,1.0146523
3690.9127533093833,1.0140184
3690.9150681430824,0.9966294
3690.917382976779,0.9981728
3690.9196978104783,1.018006
3690.9220126442087,1.0255048
3690.924327477955,1.0350726
3690.9266423116983,1.0071617
3690.9289571454447,1.0203985
3690.93127197919,1.0181036
3690.933586812934,1.0179358
3690.9359016466806,0.9882545
3690.9382164804247,1.0125098
3690.940531314171,1.0021532
3690.942846147915,1.0139402
3690.9451609816615,1.0103161
3690.9474758154056,1.0236845
3690.949790649151,1.0095975
3690.952105482896,1.0163676
3690.954420316641,1.0074793
3690.956735150386,1.0180639
3690.9590499841315,1.0057983
3690.961364817877,0.99757487
3690.963679651656,1.0116682
3690.9659944854498,1.0125972
3690.968309319241,1.0139319
3690.9706241530334,1.0195767
3690.9729389868266,1.0180104
3690.9752538206185,1.0084758
3690.9775686544117,0.98446816
3690.9798834882035,1.0091286
3690.9821983219977,1.0156523
3690.984513155789,1.0085464
3690.9868279895827,1.0139279
3690.989142823374,1.014417
3690.991457657168,1.0170763
3690.9937724909587,1.0141354
3690.996087324751,1.0275834
3690.9984021585446,1.0132706
3691.000716992337,1.0175161
3691.00303182613,1.0051
3691.0053466599556,1.0172195
3691.007661493796,1.0106636
3691.0099763276357,1.0172248
3691.0122911614767,1.0007309
3691.0146059953145,1.0208328
3691.016920829154,1.0184681
3691.019235662995,1.0091568
3691.0215504968337,1.0041772
3691.023865330675,1.012511
3691.026180164514,1.0247822
3691.0284949983547,1.016173
3691.030809832195,1.0195087
3691.0331246660344,1.0117868
3691.035439499872,1.0150293
3691.0377543337136,1.0025562
3691.0400691675527,1.0092486
3691.042384001393,1.0095164
3691.044698835234,1.0290917
3691.0470136691065,1.0232543
3691.049328502993,1.0215014
3691.0516433368794,1.0001422
3691.0539581707662,1.0141053
3691.056273004653,1.0091169
3691.0585878385386,1.0051686
3691.060902672424,1.0115755
3691.063217506312,1.017764
3691.0655323401998,1.004404
3691.0678471740853,1.0277306
3691.070162007973,1.0124878
3691.0724768418586,1.0346854
3691.0747916757464,1.0123036
3691.077106509632,1.0138915
3691.079421343518,1.0103043
3691.0817361774034,1.0155922
