time,flux
2228.7574211188044,1.0272143
2228.7643656640093,0.99430066
2228.771310209217,1.0213045
2228.778254754425,0.9848371
2228.785199299631,0.99430954
2228.7921438448375,1.0320392
2228.7990883908246,0.98395056
2228.806032937493,1.0253123
2228.812977484161,0.983626
2228.819922030829,0.96414137
2228.826866577498,0.979663
2228.833811124166,1.000151
2228.840755671443,0.9950256
2228.8477002192553,0.99622464
2228.854644767066,0.9829288
2228.861589314876,0.97492665
2228.8685338626888,0.96701753
2228.875478410501,0.9878709
2228.8824229587735,0.98225933
2228.8893675074532,0.99560976
2228.8963120561325,0.9951076
2228.9032566048104,0.9873475
2228.910201153489,0.9649359
2228.91714570217,0.9802466
2228.924090251185,0.9762752
2228.931034800497,0.9550365
2228.9379793498106,0.9801442
2228.9449238991215,0.98163414
2228.9518684484333,0.97272563
2228.958812997747,0.9796472
2228.9657575472893,0.96602046
2228.9727020970363,0.9703142
2228.979646646783,0.9754048
2228.9865911965294,0.96532196
2229.000480296021,0.96772736
2229.007424845909,0.9562148
2229.0143693959226,0.95750344
2229.0213139459347,0.9584803
2229.028258495948,0.9736695
2229.0352030459603,0.959359
2229.042147595973,0.96845603
2229.049092146053,0.97045
2229.0560366961904,0.97359496
2229.0629812463267,0.9557009
2229.069925796465,0.97761
2229.0768703466047,0.9687454
2229.0838148967414,0.9656203
2229.0907594468817,0.97013783
2229.097703997027,0.9687274
2229.1046485471716,0.9654182
2229.111593097315,0.95960814
2229.1185376474614,0.9634014
2229.125482197604,0.96205497
2229.132426747699,0.96598476
2229.1393712977515,0.96398133
2229.146315847802,0.9639761
2229.1532603978526,0.9680202
2229.1602049479047,0.97123843
2229.1671494979555,0.9669259
2229.1740940479135,0.97456056
2229.1810385977874,0.966138
2229.187983147662,0.9943698
2229.1949276975374,1.0067267
2229.2018722474118,1.0009851
2229.208816797286,1.0070987
2229.21576134703,1.0005016
2229.2227058966578,1.0087383
2229.2296504462847,1.0037293
2229.236594995914,0.9994963
2229.2435395455427,1.0033265
2229.2504840951683,1.0051553
2229.2574286446347,1.0082189
2229.2643731939556,0.9975165
2229.271317743279,1.0064569
2229.278262292602,1.0086123
2229.285206841924,0.9994485
2229.2921513912456,0.9996977
2229.2990959403783,1.0025399
2229.306040489346,1.003683
2229.312985038313,1.003049
2229.3199295872796,0.990322
2229.3268741362476,1.0049126
2229.3338186852143,1.0025879
2229.3407632339695,0.9995583
2229.347707782541,1.0024936
2229.3546523311106,1.0006117
2229.3615968796817,1.0102786
2229.368541428252,0.99991
2229.375485976823,1.0026262
2229.3824305251624,0.9985443
2229.3893750732996,1.0052872
2229.396319621439,0.99530256
2229.4032641695785,1.0008845
2229.4102087177157,1.0032461
2229.4171532658556,1.005146
2229.424097813748,1.0087289
2229.4310423614243,1.0055792
2229.437986909103,1.0007612
2229.4449314567796,1.0005884
2229.4518760044566,0.9999297
2229.4588205521345,1.0053415
2229.4657650995523,0.99667007
2229.472709646745,1.0086919
2229.479654193936,1.0100803
2229.486598741127,0.9988807
2229.493543288319,1.0041225
2229.5004878355103,0.99737954
2229.5074323824315,0.9963344
2229.514376929117,1.0075482
2229.5213214758014,1.0018725
2229.528266022487,0.9974454
2229.5352105691713,1.0099621
2229.542155115857,1.0103394
2229.5490996622602,1.0050668
2229.5560442084225,1.0076447
2229.5629887545842,0.997962
2229.5699333007437,1.0036901
2229.576877846905,0.99707747
2229.5838223930664,1.0012904
2229.5907669389385,0.99837685
2229.5977114845614,1.0032701
2229.6046560301843,1.0074149
2229.6116005758054,1.0016356
2229.618545121427,0.9958168
2229.62548966705,0.9975475
2229.632434212378,0.9995678
2229.639378757449,0.9909701
2229.646323302521,1.0002308
