time,flux
2962.8034050958004,1.0161917
2962.805719923535,1.0180194
2962.8080347512678,1.0065898
2962.8103495790015,1.0203393
2962.812664406735,1.0050243
2962.814979234468,1.0309362
2962.8172940622003,1.0316914
2962.819608889933,1.0272596
2962.821923717667,1.0156724
2962.8242385453996,1.002857
2962.8265533731333,1.0111071
2962.8288682008656,1.024763
2962.8311830285984,1.0307143
2962.833497856333,1.0052762
2962.8358126840662,1.0211923
2962.838127512052,1.0288125
2962.8404423403367,1.0357877
2962.8427571686225,1.0334618
2962.845071996907,1.0355567
2962.847386825192,0.9797029
2962.849701653478,1.0239407
2962.852016481763,1.0178537
2962.8543313100486,1.0240651
2962.856646138333,0.9964005
2962.8589609666205,1.017382
2962.861275794904,1.0359162
2962.86359062319,1.0103583
2962.8659054514756,1.0095423
2962.8682202797604,1.0169556
2962.8705351080466,1.013966
2962.872849936331,1.0063614
2962.875164764616,1.0156046
2962.8774795929016,1.0220978
2962.8797944214443,1.0543238
2962.882109250295,1.0393243
2962.884424079144,1.0067459
2962.8867389079933,1.0203506
2962.8890537368447,1.045348
2962.8913685656935,1.0115657
2962.893683394545,1.0009903
2962.895998223393,1.0242305
2962.8983130522447,1.0113289
2962.900627881094,1.0140496
2962.9029427099435,1.0221843
2962.9052575387936,1.0316643
2962.9075723676433,1.0315374
2962.9098871964925,1.0267595
2962.912202025343,1.0289485
2962.914516854194,1.0364279
2962.916831683043,1.0276412
2962.9191465118934,1.0280337
2962.9214613410018,1.0165722
2962.9237761704235,1.0398382
2962.9260909998416,1.0198082
2962.928405829263,1.0471002
2962.9307206586823,1.0113932
2962.9330354881026,0.99970216
2962.935350317522,1.0260656
2962.937665146941,1.0217811
2962.9399799763623,1.0428541
2962.942294805781,1.0267129
2962.944609635202,1.0168316
2962.9469244646207,1.0119623
2962.949239294042,1.0318459
2962.95155412346,1.0244215
2962.9538689528804,1.0145681
2962.9561837823,1.0148737
2962.95849861172,1.034596
2962.9608134411405,1.0324932
2962.963128270819,1.0035744
2962.9654431008084,1.0818379
2962.967757930795,1.0148264
2962.9700727607833,1.0521295
2962.9723875907707,0.9865946
2962.9747024207595,1.0152134
2962.9770172507456,1.0141093
2962.979332080735,0.99532336
2962.981646910722,1.0691268
2962.983961740711,1.001948
2962.9862765706976,1.0351751
2962.988591400687,1.0023507
2962.9909062306756,1.0481722
2962.9932210606617,1.0336386
2962.995535890651,1.0390594
2962.997850720638,1.0465753
2963.000165550627,1.0446447
2963.0024803806136,1.0667689
2963.0047952108584,1.0212606
2963.0071100414034,1.0321039
2963.009424871952,1.0584557
2963.0117397024983,1.0345973
2963.0140545330473,0.99689496
2963.016369363595,0.9944203
2963.0186841941418,1.0154544
2963.0209990246913,1.0066895
2963.0233138552358,1.0181817
2963.025628685785,1.0176475
