time,flux_flat,trend
2228.7574211188044,1.0,1.0272142887115479
2228.7643656640093,0.9697539560487728,1.0253123044967651
2228.771310209217,1.0,1.0213044881820679
2228.778254754425,0.9747587147231008,1.010339379310608
2228.785199299631,0.9841934311138476,1.010278582572937
2228.7990883908246,0.9741309861907612,1.010080337524414
2228.806032937493,1.0151988107895775,1.0099620819091797
2228.812977484161,0.9751052658324184,1.0087382793426514
2228.819922030829,0.9557894139739137,1.0087382793426514
2228.826866577498,0.9711856689172828,1.0087288618087769
2228.833811124166,0.991532727981175,1.0086919069290161
2228.840755671443,0.9865293132973708,1.0086122751235962
2228.8477002192553,0.9881035330195389,1.0082188844680786
2228.854644767066,0.9752880980354793,1.0078343152999878
2228.861589314876,0.9675302174349228,1.0076446533203125
2228.8685338626888,0.9597729606514586,1.007548213005066
2228.875478410501,0.9805997863636488,1.0074149370193481
2228.8824229587735,0.9753357419062811,1.00709867477417
2228.8893675074532,0.9889572998859922,1.0067267417907715
2228.8963120561325,0.9885568146452309,1.0066266059875488
2228.9032566048104,0.9810132264616408,1.0064568519592285
2228.910201153489,0.958745421527432,1.0064568519592285
2228.91714570217,0.9739602087091981,1.0064544677734375
2228.924090251185,0.9701218316059009,1.006342887878418
2228.931034800497,0.9490170124532447,1.006342887878418
2228.9379793498106,0.9744913312589655,1.0058008432388306
2228.9449238991215,0.9761877608794356,1.0055792331695557
2228.9518684484333,0.9674995731522235,1.005401611328125
2228.958812997747,0.9743839756601912,1.005401611328125
2228.9657575472893,0.9608878537475206,1.0053415298461914
2228.9727020970363,0.9652109698136835,1.0052871704101562
2228.979646646783,0.9702747908207794,1.0052871704101562
2228.9865911965294,0.9602449792243767,1.0052871704101562
2229.000480296021,0.9626377333700148,1.0052871704101562
2229.007424845909,0.9513104709830128,1.005155324935913
2229.0143693959226,0.95260132622119,1.0051460266113281
2229.0213139459347,0.9536396887366289,1.0050759315490723
2229.028258495948,0.9687610565203091,1.0050667524337769
2229.0352030459603,0.9545226601808469,1.0050667524337769
2229.042147595973,0.9636653930875614,1.0049712657928467
2229.049092146053,0.9657058432341007,1.0049126148223877
2229.0560366961904,0.968838781136752,1.0049091577529907
2229.0629812463267,0.9511188726566078,1.0048174858093262
2229.069925796465,0.9729229495243813,1.0048174858093262
2229.0768703466047,0.9641008681910828,1.0048174858093262
2229.0838148967414,0.9609907201548934,1.0048174858093262
2229.0907594468817,0.9654866164749876,1.0048174858093262
2229.097703997027,0.9640829538902506,1.0048174858093262
2229.1046485471716,0.9608432055335734,1.0047614574432373
2229.111593097315,0.9550606569338735,1.0047614574432373
2229.1185376474614,0.9591386191844422,1.0044443607330322
2229.125482197604,0.9577981673152628,1.0044443607330322
